Rest/Ref,Age (yr),Date,Site Name,Area,HM or LM,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,ALGAE,SYTE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,CrabBur,Snail_COUNT ,Mussel_Count,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GraphName
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,8.75,2.5,2.5,0,2,32,33,0,0,0,0,0,0,0,0,0,0,0,63,23.5,14,13,18,26.3,6.4,4.8,8.5,4.6,6.4,6.14,2.387,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,6,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,8.75,0.5,0,3,33,53,0,0,0,0,0,0,0,0,0,0,0,101,37,90,27,36,58.2,7.7,5.4,6,4.9,4.5,5.7,0.917,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,7,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,2.5,87.5,8.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,8,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0.5,2.5,0,0,48,53,0,0,0,0,0,0,0,0,0,0,0,141,40,66,14,83,68.8,7,6.9,4,1.8,5.2,4.98,1.847,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,9,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,62.5,0,0.5,0,0,13,40,33,0,0,0,0,0,0,0,0,0,0,0,60.5,71.5,86,34,18.5,54.1,3,4.4,4.3,4.1,1.6,3.48,1.107,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,2.5,0,0,14,50,25,0,0,0,0,0,0,0,0,0,0,0,34,56,55,18,24,37.4,3.3,3.2,3.5,3.3,5.3,3.72,0.687,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,11,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,2,10,21,14,0,0,0,0,0,0,0,0,0,0,0,11.5,72.5,70,32,88,54.8,7,4.3,4.7,3.2,5.8,5,1.412,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,12,0,62.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18.75,0,2.5,8.75,4,0,10,43,0,0,0,0,0,0,0,0,0,0,0,10,10,18.5,20,20.5,15.8,6,4.6,3.5,4.6,4,4.54,2.51,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,13,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,8.75,8.75,0,0,0,60,13,0,0,0,0,0,0,0,0,0,0,0,97,110,114,92,99,102.4,8.4,9,9.5,10,7.9,8.96,1.717,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,2.5,0,1,0,94,49,0,0,0,0,0,0,0,0,0,0,0,98.5,23,45,28.5,71,53.2,8,6.8,6.9,5.3,6.7,6.74,2.114,Restored LM
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,15,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,8.75,8.75,2.5,2,0,46,56,0,0,0,0,0,0,0,0,0,0,0,23,62.5,18,29,29.5,32.4,4.8,7.7,8.1,6.2,6.5,6.66,2.24,Restored LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,1,18.75,8.75,37.5,62.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,128.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5.6,4.8,0,0,0,0,0.96,2.789,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,2,0,8.75,62.5,37.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,113.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,3,2.5,8.75,62.5,37.5,0,0,0.5,0,0,2.5,0,0,0,0,0,8.75,0,123,0.5,0,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3.4,5,0,0,0,0,1,3.047,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,4,0,8.75,62.5,37.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,111.25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,11,47,0,0,24.4,8.7,5.4,7.5,0,0,4.32,3.09,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,5,0,18.75,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,121.25,0.5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,11,14,11,11,13,6.6,1.8,3,4.3,3.2,3.78,3.169,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,6,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,7,0,0,37.5,62.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,101,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,8,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.233,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,9,0,0,62.5,37.5,0,0.5,0,0,0.5,0,0,0,0,0,0,8.75,0,109.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,10,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.116,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,11,0.5,0,62.5,37.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,13,0,0,87.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,14,0,0,87.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,15,0,0,87.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,Reference HM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,1,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,0,0.5,18.75,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,43,45,40,48,25,40.2,6.1,5.9,5.2,6.5,2.8,5.3,2.166,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,2,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,18.75,0,0,2.75,0,1,3,28,0,0,0,0,0,0,0,0,0,0,0,70,82,80,49,40,64.2,4.6,6.4,5.9,9.2,6.5,6.52,2.208,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,3,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,18.75,0.5,0,0.5,1,0,3,39,0,0,0,0,0,0,0,0,0,0,0,15,33,25,29,16,23.6,3.3,7,3.9,6.5,4,4.94,2.129,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,4,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0.5,0.5,18.75,0,3,27,54,0,0,0,0,0,0,0,0,0,0,0,32,28,26,25,31,28.4,6,4.4,3.9,4,6,4.86,2.212,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0.5,8.75,0,0,45,47,0,0,0,0,0,0,0,0,0,0,0,40,35,30,20,32,31.4,6.9,4,3.6,4.5,4.9,4.78,2.175,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,2.5,0,0,17,65,25,0,0,0,0,0,0,0,0,0,0,0,129,72,121,57,31,82,5.9,5.6,5.5,4.6,3.3,4.98,0.584,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,8.75,8.75,0,0,47,54,0,0,0,0,0,0,0,0,0,0,0,24,23,40,26,15,25.6,5,6.8,8.1,6.1,4.9,6.18,1.868,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,8,8.75,62.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,76.25,18.75,0,2.5,8.75,1,2,3,52,0,0,0,0,0,0,0,0,0,0,0,15,9,20,30,26,20,5.9,4.6,6.9,6.1,9.9,6.68,2.233,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,8.75,4,14,15,26,0,0,0,0,0,0,0,0,0,0,0,17,49,84,20,55,45,3.6,6.2,5.1,2.4,7.4,4.94,1.162,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,8.75,2.5,2.5,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,28,46,41,19,35,33.8,4.9,4.8,4.7,4.3,4.3,4.6,1.468,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0.5,8.75,1,2,5,35,0,0,0,0,0,0,0,0,0,0,0,33,49,25,35,8,30,8,8.4,6.9,6.4,3.5,6.64,2.181,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,12,0,62.5,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,18.75,0,0,8.75,0,7,1,49,0,0,0,0,0,0,0,0,0,0,0,29,15,12,31,11,19.6,5.8,4.2,3.5,6.7,3.5,4.74,2.533,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,13,0,87.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8.75,0,2.5,2.5,2,2,4,30,0,0,0,0,0,0,0,0,0,0,0,44,13,12,18,30,23.4,6.2,4.5,4,3.5,6.9,5.02,2.477,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,14,0,62.5,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,71.25,18.75,0,0,2.5,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,12,24,22,35,10,20.6,2.2,3.6,5.6,5.5,1.8,3.74,2.442,Reference LM
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,15,0,37.5,8.75,8.75,0,0,8.75,0,0,0,0,0,0,0,0,0,0,63.75,8.75,0,0,2.5,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,10,10,11,26,12,13.8,9.3,7.9,3.7,6.7,3.4,6.2,2.453,Reference LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,1,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.866,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,2,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,25.5,47.5,11.5,22,9,23.1,3.5,5,3.5,3.6,2.4,3.6,2.221,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,3,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,87.5,0.5,0.5,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,4,0,2.5,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,87.5,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.569,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,5,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,19,3,24,3,29,15.6,3.7,2.8,3.6,5,2.9,3.6,2.364,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,6,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0.5,0.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.528,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,7,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,8,0,0.5,2.5,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,87.5,0,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.581,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,9,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,2.5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,93,135,68,153,127,115.2,5.4,8,5.8,8.5,5.6,6.66,2.324,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,10,0,18.75,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,87.5,0.5,0.5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,92,64,67.5,10,49.9,2,3.4,1,3.4,1.3,2.22,3.224,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,11,0,2.5,2.5,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,12,0,0.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.011,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,13,0,2.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,14,0,0,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,15,0,0,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.595,Restored HM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,1,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,87.5,8.75,2.5,0,30,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,10.5,2,21,27,16.7,3.8,3.4,3.5,2.9,2.5,3.22,2.37,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,2,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,87.5,0,0.5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25.5,18,2,3,6,10.9,5.6,6,2.8,2.9,3.9,4.24,3.054,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,87.5,0.5,0,0,0,206,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.393,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,5,0,2.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,87.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,2.5,0,3,13,73,45,0,0,0,0,0,0,0,0,0,0,0,74,36,96.5,43,27,55.3,4,5,6.5,3.9,1.1,4.1,0.769,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,7,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,87.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.492,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,8,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,0.5,0,5,1,70,58,0,0,0,0,0,0,0,0,0,0,0,19.5,58.5,20,69,67.5,46.9,3.1,4.9,5.5,3.8,3.5,4.16,2.023,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,9,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,2.5,2.5,0,1,10,13,64,0,0,0,0,0,0,0,0,0,0,0,43,42.5,18.5,38,11.5,30.7,2.5,1.9,2.4,1.5,1.4,1.94,0.944,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,0,0,40,132,0,0,0,0,0,0,0,0,0,0,0,35,52,50.5,46,42,45.1,3,4,0.8,0.5,2.2,2.1,0.717,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,2.5,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,88,86.5,42,37,71.5,65,3.1,2.8,1.8,3,5.4,3.22,1.459,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,12,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,13,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,87.5,2.5,0.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,8,5,4,4.5,10.9,6.4,7.6,5,3,3.2,5.04,2.501,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,2.5,0,0,0,0,69,59,0,0,0,0,0,0,0,0,0,0,0,48,43,75,37,61,52.8,2.8,1.5,6.5,5,6.1,4.38,2.227,Restored LM
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,15,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0,0,9,0,22,62,0,0,0,0,0,0,0,0,0,0,0,10,27,10,10,10,13.4,6.1,6.5,3.5,3.4,5,4.9,2.522,Restored LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,1,18.75,2.5,18.75,62.5,0,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,110,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,2,0,8.75,37.5,37.5,0,0.5,0,0,0,0,0,0,0,0,0,18.75,0,103,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,9,6.4,7.2,7.5,7.2,7.7,7.6,7.44,3.192,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,3,0.5,8.75,37.5,62.5,0,0,0.5,0,0,0,0,0,0,0,0,8.75,0,118.5,2.5,0.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45,52.5,78,19,0,38.9,6.8,4.6,7.7,6.4,0,5.1,3.184,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,4,0,8.75,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,2.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,99,23,41,0,40.2,8.8,10.1,6.4,7.2,0,6.5,3.298,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,5,0,18.75,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,96.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,34,9.5,15.9,4.7,3.8,7,5.3,3.3,4.82,3.073,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,6,0,2.5,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,7,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,8,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.213,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,9,0,0,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0,8.75,0,109.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.309,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,10,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,11,0.5,0,37.5,62.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086,Reference HM
