Date,Marsh,SiteID,Plot,AMCA,ATPA,DISP,IVFR,JUGE,PHAU,PLOD,SADE,SPAL,SOSE,SPPA,Total Cover,Crk,Dit,Fill,GRB,Lit,MUSSEL,CRAB,SNAIL,Pan,Pool,Unveg,WRK,1,2,3,4,5,Hmean,Initial,Hit 1,Hit 2,Hit 3,SV 10 cm (kpa),SV 55 cm (kpa),SPC,HM/LM,Elevation (NAVD88)
9/25/2014,Hutch Outer,BQ1.1,10,0,0,0,0,0,0,0,2.5,37.5,,0,40,0,0,0,0,2.5,0.5,,,0,0,87.5,0,64.5,94,88,NA,NA,82.17,0.5,1,1.5,2,9,0,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,11,0,0,18.75,0,0,0,0,0,37.5,,18.75,75,0,0,0,2.5,2.5,22.5,,,0,0,37.5,9,98,72,113,NA,NA,94.33,1,4,6.5,10.5,15,35,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,12,0,0,8.75,0,0,2.5,0,0,18.75,,0,30,0,0,0,0,8.75,0,,,0,0,87.5,8.75,70.5,76.5,78.5,NA,NA,75.17,1.5,8,15,12,84,40,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,13,0,0,0,0,0,0,0,0,37.5,,0,37.5,0,0,0,0.5,2.5,2.5,,,0,0,87.5,8.75,67.5,63.5,86,NA,NA,72.33,1,2,3,5,78,25,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,14,0,0,0,0,0,0,0,0,37.5,,0,37.5,0,0,0,2.5,2.5,8.75,,,0,0,87.5,0,90,83,87,NA,NA,86.67,1,3.5,5.5,7.5,17,18,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,15,0,0,18.75,0,0,0,0,0,37.5,,18.75,75,0,0,0,18.75,2.5,0,,,0,0,37.5,0,110,91,79,NA,NA,93.33,1.5,6.5,9.5,11,34,11,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,16,0,0,18.75,0,0,0,0,0,18.75,,37.5,75,0,0,0,0,2.5,0,,,0,0,18.75,2.5,92,86,82,NA,NA,86.67,0.5,1,1.5,1.75,14,32,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,17,0,0,18.75,0,0,0,0,0,18.75,,37.5,75,0,0,0,2.5,2.5,0,,,0,0,18.75,0,71,97,100,NA,NA,89.33,0.5,3.5,4.5,5.5,60,45,SPAL,H,
9/25/2014,Hutch Outer,BQ1.1,18,0,0,18.75,0,0,0,0,0,8.75,,18.75,46.25,0,0,0,0,2.5,0,,,0,0,37.5,0,105,104.5,83,NA,NA,97.50,0.5,4,5.5,6,10,17,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,19,0,0,8.75,0,0,0,0,0,62.5,,8.75,80,0,0,0,2.5,8.75,0,,,0,0,18.75,0,71,85,16,NA,NA,57.33,0.5,3.5,5.5,7.5,102,8,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,20,0,0,18.75,0,0,0,0,0,37.5,,18.75,75,0,0,0,2.5,18.75,0,,,0,0,62.5,0,78,95,90,NA,NA,87.67,1,6.5,7.5,9,42,40,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.5,10,11.5,39,22,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.5,5,6,30,15,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,6.5,9.5,14.5,14,26,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3.5,5,7,16,7,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4.5,7.5,9.5,22,10,SPAL,L,
9/25/2014,Hutch Outer,BQ1.1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,19,23,73,26,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,11,13,56,22,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,8.5,10.5,76,24,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,5,9.5,11,60,40,SPPA,H,
9/25/2014,Hutch Outer,BQ1.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,6.5,8,60,42,SPAL,H,
9/25/2014,Pelham Bay Cove,BQ2,1,0,0,37.5,0,0,0,0,0,37.5,,37.5,112.5,0,0,0,0,2.5,0,,,0,0,37.5,0,79,87.5,99.5,NA,NA,88.67,0,1,2,2.5,28,16,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,2,0,0,37.5,0,0,0,0,0,18.75,,18.75,75,0,0,0,0,8.75,8.75,,,0,0,62.5,8.75,121,126,90,NA,NA,112.33,0,1,1.5,2,58,24,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,3,0,0,8.75,0,0,0,0,0,37.5,,8.75,55,0,0,0,0,2.5,8.75,,,0,0,62.5,18.75,91,94,101,NA,NA,95.33,1,6.5,9,12,30,20,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,4,0,0,18.75,0,0,0,0,0,18.75,,18.75,56.25,0,0,0,0,18.75,2.5,,,0,0,37.5,0,91.5,83.5,91.5,NA,NA,88.83,1,4,4,5,28,2,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,5,0,0,0,0,0,0,0,0,37.5,,0,37.5,0,0,0,2.5,8.75,8.75,,,0,0,87.5,0,103,80,97,NA,NA,93.33,0,3.5,5,6.5,32,0,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,6,0,0,8.75,0,0,0,0,0,18.75,,8.75,36.25,0,0,0,0,2.5,0,,,0,0,87.5,18.75,85,106,106.5,NA,NA,99.17,0,1.5,2,2.5,16,8,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,7,0,0,0,0,0,0,0,0,18.75,,0,18.75,0,0,0,0,2.5,0,,,0,0,37.5,18.75,107,127,88.5,NA,NA,107.50,0,3,6,11,49,12,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,8,0,0,18.75,0,0,0,0,0,18.75,,18.75,56.25,0,0,0,0,8.75,0,,,0,0,87.5,0,72,129,108.5,NA,NA,103.17,1.5,3,4,5,52,15,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,9,0,0,8.75,0,0,0,0,0,37.5,,8.75,55,0,0,0,0,8.75,0,,,0,0,87.5,0,75,87,104,NA,NA,88.67,0,2,3,3,46,18,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,10,0,0,62.5,0,0,0,0,0,18.75,,62.5,143.75,0,0,0,0,2.5,0,,,0,0,18.75,0,85,87.5,103,NA,NA,91.83,0.5,4,5,7.5,62,32,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,11,0,0,37.5,0,0,0,0,0,8.75,,37.5,83.75,0,0,0,0,2.5,2.5,,,0,0,18.75,0,115,70,120.5,NA,NA,101.83,0,3,4,5,60,24,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,12,0,0,8.75,0,0,0,0,0,37.5,,8.75,55,0,0,0,0,8.75,2.5,,,0,0,37.5,0,66.5,108,84,NA,NA,86.17,0,3,6,8,66,30,SPAL,H,
9/25/2014,Pelham Bay Cove,BQ2,13,0,0,37.5,0,0,0,0,0,37.5,,37.5,112.5,0,0,0,0,8.75,0,,,0,0,87.5,0,106.5,93,104.5,NA,NA,101.33,1,2.5,4,4.5,48,28,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,14,0,0,62.5,0,0,0,0,0,8.75,,62.5,133.75,0,0,0,0,8.75,2.5,,,0,0,8.75,18.75,110,92.5,90,NA,NA,97.50,0,2,3,3.5,49,24,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,15,0,0,37.5,0,0,0,0,0,18.75,,37.5,93.75,0,0,0,0,2.5,2.5,,,0,0,37.5,0,84.5,73,108,NA,NA,88.50,0.5,2,3.5,5.5,64,15,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,16,0,0,8.75,0,0,0,0,0,37.5,,0,46.25,0,0,0,0,2.5,0,,,0,0,87.5,8.75,79,88.5,82,NA,NA,83.17,0,0.5,1.5,2,26,28,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,17,0,0,18.75,0,0,0,0,0,37.5,,18.75,75,0,0,0,0,8.75,2.5,,,0,0,37.5,37.5,93,78,86.5,NA,NA,85.83,0.5,7.5,14,17,0,12,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,18,0,0,0,0,0,0,0,0,37.5,,0,37.5,0,0,0,0,2.5,2.5,,,0,0,87.5,2.5,104.5,107,106.5,NA,NA,106.00,0.5,1.5,2.5,3.5,36,0,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,19,0,0,8.75,0,0,0,0,0,18.75,,8.75,36.25,0,0,0,0,2.5,2.5,,,0,0,62.5,8.75,109.5,114,63.5,NA,NA,95.67,0.5,3,6,7,35,15,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,20,0,0,0,0,0,0,0,0,37.5,,0,37.5,0,0,0,0,8.75,18.75,,,0,0,87.5,8.75,132,88,118.5,NA,NA,112.83,0,2.5,4,5,16,20,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,4,54,14,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1.5,2,46,20,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,2.25,3,18,20,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,7,8.5,47,0,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.5,3.5,4,0,8,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4,5.5,6.5,15,12,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.5,8.5,10.5,68,15,SPAL,L,
9/25/2014,Pelham Bay Cove,BQ2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,2,2.5,30,26,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,2,2.5,66,18,SPPA,H,
9/25/2014,Pelham Bay Cove,BQ2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,2.5,3,44,15,SPPA,H,
8/12/2015,Spring Creek,JB2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,18.75,37.50,,,0.00,0.00,18.75,0.00,44,58,48,7.5,17,34.90,,,,,,,,,
8/12/2015,Spring Creek,JB2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,18.75,37.50,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,37.50,,,0.00,0.00,2.50,2.50,13,11.5,12,7,12,11.10,,,,,,,,,
8/12/2015,Spring Creek,JB2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,8.75,2.50,2.50,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,37.50,2.50,,,0.00,0.00,37.50,0.00,5,7,5,8,20.5,9.10,,,,,,,,,
8/12/2015,Spring Creek,JB2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,37.50,8.75,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,2.50,2.50,,,0.00,0.00,62.50,0.00,49,56,28,12,25,34.00,,,,,,,,,
8/12/2015,Spring Creek,JB2,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,8.75,0.00,7,16,10,5.5,8,9.30,,,,,,,,,
8/12/2015,Spring Creek,JB2,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,37.50,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,18.75,0.00,19,33,28,32,22,26.80,,,,,,,,,
8/12/2015,Spring Creek,JB2,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,37.50,2.50,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,37.50,2.50,,,0.00,0.00,8.75,0.00,25,20,30,21,14,22.00,,,,,,,,,
8/12/2015,Spring Creek,JB2,14,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,62.50,,8.75,80.00,0.00,0.00,0.00,0.00,8.75,0.50,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,62.50,0.00,23.5,54,39,34,19,33.90,,,,,,,,,
8/12/2015,Spring Creek,JB2,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,18,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,81.25,0.00,0.00,0.00,0.00,2.50,2.50,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,0.00,14,15,8.5,13,11,12.30,,,,,,,,,
8/12/2015,Spring Creek,JB2,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,18.75,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,37.50,,0.00,40.00,0.00,0.00,0.00,0.00,8.75,18.75,,,0.00,0.00,62.50,0.00,42,21,6,8,10,17.40,,,,,,,,,
8/12/2015,Spring Creek,JB2,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,8.75,18.75,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,8.75,0.00,8,8,19,11,18.5,12.90,,,,,,,,,
8/12/2015,Spring Creek,JB2,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,87.50,,0.00,90.00,0.00,0.00,0.00,0.00,18.75,0.50,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,27,0.00,0.00,37.50,0.00,0.00,2.50,0.00,2.50,8.75,,37.50,88.75,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,8.75,0.00,6,8,8,7,6,7.00,,,,,,,,,
8/12/2015,Spring Creek,JB2,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,87.50,,0.00,90.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/12/2015,Spring Creek,JB2,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,18.75,,37.50,58.75,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,8.75,0.00,21,11,9,13,9,12.60,,,,,,,,,
8/12/2015,Spring Creek,JB2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,62.50,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,62.50,0.00,33,32,25,29,28,29.40,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,8.75,62.50,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,87.50,0.00,,,0.00,0.00,0.50,0.00,26,18,30,17,12,20.60,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,37.50,,2.50,48.75,0.00,0.00,0.00,0.00,62.50,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,37.50,0.00,50,92,95,41,36,62.80,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,18.75,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,,0.00,8.75,87.50,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,47,57,49,39,37,45.80,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,87.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,87.50,,0.00,90.00,0.00,0.00,0.00,0.00,87.50,0.00,,,0.00,0.00,0.50,0.00,43,31,42,47,44,41.40,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,10,0.00,0.00,0.50,0.00,0.00,0.00,0.00,18.75,62.50,,0.00,81.75,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,62.50,,0.00,100.00,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,2.50,36,55,17,84,32,44.80,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,62.50,,0.00,71.25,0.00,0.00,0.00,0.00,8.75,37.50,,,0.00,0.00,62.50,0.00,67,49,103,74,78,74.20,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,18.75,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,8.75,,,0.00,0.00,62.50,0.00,25,10,77,40,50,40.40,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,87.50,,0.00,96.25,0.00,0.00,0.00,0.00,37.50,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,17,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,62.50,,8.75,73.75,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,37.50,0.00,24,14,20,14,17,17.80,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,37.50,,0.00,38.00,0.00,0.00,0.00,0.00,0.50,62.50,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,37.50,0.00,14,19,26,30,14,20.60,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.50,,,0.00,0.00,18.75,18.75,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,18.75,0.00,27,38,20,23,19,25.40,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,87.50,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,62.50,,0.00,65.00,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,62.50,0.00,9,9,8,10,7,8.60,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,25,0.00,0.00,18.75,0.00,0.00,0.00,0.00,8.75,62.50,,0.00,90.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,37.50,0.00,24,57,15,36,14,29.20,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,18.75,0.00,0.00,0.00,0.00,0.50,18.75,,,0.00,0.00,87.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,37.50,,0.00,40.00,0.00,0.00,0.00,0.50,8.75,2.50,,,0.00,0.00,62.50,0.00,58,84,21,76,31,54.00,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,37.50,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,87.50,,0.00,96.25,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,18.75,0.00,82,34,25,10,20,34.20,,,,,,,,,
8/13/2015,Idlewild Creek,JB1.1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,37.50,,0.00,46.25,0.00,0.00,0.00,0.00,37.50,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,37.50,0.50,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,62.50,18.75,,,0.00,0.00,18.75,0.00,46,27,44,55,38,42.00,,,,,,,,,
