GISPlotID,Rest/Ref,Phase 1 Age (yr),Phase 2 Age (yr),Date,Site Name,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ALGAE,UNKNOWN,SEAWEED,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Spp,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),Avg_SPAL_H,SPAL_D1(mm),SPAL_D2(mm),SPAL_D3(mm),SPAL_D4(mm),SPAL_D5 (mm),Avg_SPAL_D,SPPA Stem Count,DISP Stem Count,JUGE Stem Count,PHAU Stem Count,Elevation ft,GIS Plot ID,check,ForSummary,Notes
AlleyLS_97,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T3P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021,,,,
AlleyLS_98,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T3P5,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0,0,10,0,7,5,0,5,4.5,7.5,6,54,15.4,0.16,0.2,0.38,0.41,0.35,0.3,0,0,0,0,0.453,,,,
AlleyLS_99,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T3P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,120,0,0,61,0,122,135.5,52,103,117.5,106,0.53,0.48,0.36,0.39,0.53,0.458,0,0,0,0,3.038,,,,
AlleyLS_100,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.098,,,,
AlleyLS_101,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.771,,,,
AlleyLS_102,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.737,,,,
AlleyLS_103,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T4P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,,,,
AlleyLS_104,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T4P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,100,0,0,30,0,61.5,72,28,109,62,66.5,0.29,0.39,0.42,0.56,0.35,0.402,0,0,0,0,1.357,,,,
AlleyLS_105,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T4P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,30,0,0,48,0,44.5,109,66,66.5,86,74.4,0.16,0.55,0.64,0.48,0.41,0.448,0,0,0,0,3.46,,,,
AlleyLS_106,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T5P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.948,,,,
AlleyLS_107,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T5P2,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,2.5,0,300,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.582,,,,
AlleyLS_108,Restored,Pre(1),Pre,9/22/2020,Alley LS,MF Restored,T5P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22,,,,
AlleyLS_109,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T5P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.362,,,,
AlleyLS_110,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T5P5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,,,,
AlleyLS_111,Restored,Pre(1),Pre,9/22/2020,Alley LS,VE Restored,T5P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,110,0,0,49,0,61,109.5,54,83,87,78.9,0.43,0.53,0.37,0.29,0.36,0.396,0,0,0,0,3.359,,,,
AlleyLS_112,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T1P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373,,,,
AlleyLS_113,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T1P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166,,,,
AlleyLS_114,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T1P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,,,,
AlleyLS_115,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T1P4,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,70,0,0,8,0,47,43.5,20.5,41,28.5,36.1,0.42,0.36,0.42,0.48,0.58,0.452,0,0,0,0,0.325,,,,
AlleyLS_116,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T1P5,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,800,0,0,95,0,91.5,132.5,120,125,117,117.2,0.25,0.6,0.34,0.51,0.4,0.42,0,0,0,0,1.505,,,,
AlleyLS_117,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T1P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,115,0,0,75,0,104,113.5,54,83.5,114,93.8,0.49,0.6,0.25,0.3,0.62,0.452,0,0,0,0,2.169,,,,
AlleyLS_118,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T2P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.166,,,,
AlleyLS_119,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T2P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.009,,,,
AlleyLS_120,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T2P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.627,,,,
AlleyLS_121,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T2P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062,,,,
AlleyLS_122,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T2P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,60,0,0,35,0,65,16,84,22.5,65,50.5,0.47,0.16,0.4,0.15,0.27,0.29,0,0,0,0,0.657,,,,
AlleyLS_123,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T2P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,200,0,0,33,0,90,93,48,60,84,75,0.36,0.46,0.27,0.35,0.4,0.368,0,0,0,0,1.901,,,,
AlleyLS_124,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T3P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.259,,,,
AlleyLS_125,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T3P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.937,,,,
AlleyLS_126,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T3P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209,,,,
AlleyLS_127,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T3P4,0,2.5,0,0,0,0,0,0,0,0,0,2.5,87.5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,,,,
AlleyLS_128,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T3P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,80,0,0,30,0,51.5,43.5,138,138,118,97.8,0.34,0.08,0.68,0.65,0.4,0.43,0,0,0,0,1.385,,,,
AlleyLS_129,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T3P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,1,0,0,36,0,67,116,16,89,139,85.4,0.4,0.52,0.2,0.31,0.5,0.386,0,0,0,0,2.993,,,,
AlleyLS_130,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.263,,,,
AlleyLS_131,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.405,,,,
AlleyLS_132,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,,,,
AlleyLS_133,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T4P4,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0,0,8,0,0,10,0,85,36,23,24.5,57.5,45.2,0.4,0.35,0.2,0.2,0.18,0.266,0,0,0,0,1.269,,,,
AlleyLS_134,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T4P5,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,105,0,0,78,0,63,89.5,102,47,58,71.9,0.2,0.35,0.36,0.15,0.29,0.27,0,0,0,0,2.557,,,,
AlleyLS_135,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T4P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,1,0,0,88,0,13,28,11.5,15,14,16.3,0.2,0.16,0.1,0.35,0.16,0.194,0,0,0,0,3.352,,,,
AlleyLS_136,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T5P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.143,,,,
AlleyLS_137,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T5P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.854,,,,
AlleyLS_138,Reference,Pre(1),Pre,9/22/2020,Alley LS,MF Reference,T5P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928,,,,
AlleyLS_139,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T5P4,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,50,0,0,2,0,4,15,0,0,0,3.8,0.2,0.35,0,0,0,0.11,0,0,0,0,1.636,,,,
AlleyLS_140,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T5P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,85,0,0,40,0,122,112,142,49,43,93.6,0.54,0.39,0.6,0.24,0.27,0.408,0,0,0,0,1.744,,,,
AlleyLS_141,Reference,Pre(1),Pre,9/22/2020,Alley LS,VE Reference,T5P6,18.75,18.75,0,0,0,0,0,0,0,0,0,37.5,62.5,0,2.5,0,33,0,0,9,0,30,7,9,22,64,26.4,0.53,0.32,0.45,0.45,0.31,0.412,0,0,0,1,3.146,,,,
AlleyLS_142,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_143,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_144,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_145,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_146,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_147,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_148,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_149,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_150,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_151,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_152,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_153,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_154,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_155,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_156,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_157,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_158,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_159,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC6P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_160,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_161,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_162,Restored,Pre(1),Pre,9/22/2020,Alley LS,O.C. Restored,OC7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_163,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T1P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.368,,,,
AlleyLS_164,Restored,Post (1),Pre,8/30/2021,Alley LS,MF Restored,T1P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.287,,,,
AlleyLS_165,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T1P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.988,,,,
AlleyLS_166,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T1P4,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0,0,600,0,1,10,0,54,11.5,32,28.5,5,26.2,5.5,4.4,2.6,2.6,3,3.62,0,0,0,0,-1.544,,,,
AlleyLS_167,Restored,Post(1),Pre,8/30/2021,Alley LS,VE Restored,T1P5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.502,,,,
AlleyLS_168,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T1P6,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0.5,0,32,3,0,10,0,58,27,3,20.5,45.5,30.8,5,3.5,1.9,1.4,4.5,3.26,0,0,0,0,0.843,,,,
AlleyLS_169,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T2P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.372,,,,
AlleyLS_170,Restored,Post (1),Pre,8/30/2021,Alley LS,MF Restored,T2P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.349,,,,
AlleyLS_171,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T2P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83,,,,
AlleyLS_172,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T2P4,0,87.5,0,0,0,0,0,0,0,0,0,87.5,8.75,0,0.5,0,1200,1,0,55,0,125,125,110,129,154,128.6,6.4,5.2,5.4,6.2,7.5,6.14,0,0,0,0,1.079,,,,
AlleyLS_173,Restored,Post(1),Pre,8/30/2021,Alley LS,VE Restored,T2P5,0,62.5,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0,0,900,0,0,52,0,141,120,68.5,121,50,100.1,8.5,5,4.8,6.8,4.5,5.92,0,0,0,0,2,,,,
AlleyLS_174,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T2P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0,0,50,0,0,35,0,56,135.5,110,156,90,109.5,5,5.3,4.5,8,3.7,5.3,0,0,0,0,1.956,,,,
AlleyLS_175,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T3P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.287,,,,
AlleyLS_176,Restored,Post (1),Pre,8/30/2021,Alley LS,MF Restored,T3P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.952,,,,
AlleyLS_177,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T3P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.219,,,,
AlleyLS_178,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T3P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201,,,,
AlleyLS_179,Restored,Post(1),Pre,8/30/2021,Alley LS,VE Restored,T3P5,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0.5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,,,,
AlleyLS_180,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T3P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0,0,50,0,0,48,0,101,102.5,96,120,91.5,102.2,5.3,5.5,6.2,7.1,5,5.82,0,0,0,0,2.843,,,,
AlleyLS_181,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.202,,,,
AlleyLS_182,Restored,Post (1),Pre,8/30/2021,Alley LS,MF Restored,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.595,,,,
AlleyLS_183,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,,,,
AlleyLS_184,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T4P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,62.5,0,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,,,,
AlleyLS_185,Restored,Post(1),Pre,8/30/2021,Alley LS,VE Restored,T4P5,0,18.75,0,0,0,0,2.5,0,0,0,0,21.25,62.5,0,0.5,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432,,,,
AlleyLS_186,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T4P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,8.75,0,0,0,50,3,0,60,0,66.5,67,98.5,102,116,90,4.5,4.5,3.2,4.9,4.3,4.28,0,0,0,0,3.482,,,,
AlleyLS_187,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T5P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.117,,,,
AlleyLS_188,Restored,Post (1),Pre,8/30/2021,Alley LS,MF Restored,T5P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.644,,,,
AlleyLS_189,Restored,Post(1),Pre,8/30/2021,Alley LS,MF Restored,T5P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.192,,,,
AlleyLS_190,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T5P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,2.5,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.362,,,,
AlleyLS_191,Restored,Post(1),Pre,8/30/2021,Alley LS,VE Restored,T5P5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,,,,
AlleyLS_192,Restored,Post (1),Pre,8/30/2021,Alley LS,VE Restored,T5P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,8.75,0,0,0,200,0,0,48,0,108.5,72.5,31.5,81.5,99,78.6,6.1,6.2,3.2,5.3,6.1,5.38,0,0,0,0,3.129,,,,
AlleyLS_193,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T1P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.513,,,,
AlleyLS_194,Reference,Post (1),Pre,8/31/2021,Alley LS,MF Reference,T1P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104,,,,
AlleyLS_195,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T1P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,,,,
