GISPlotID,Rest/Ref,Age (yr),Date,Site Name,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,BAHA,SUMA,SPMA,CAEX,SULI,DACA,ARVU,AMAR,ALPE,RHTY,RHCO,LICA,LOJA,ROMU,ELUM,SCSC,PAVI,POCU,DICL,TORA,IPSA,MEAL,AMBR,STHE,DISA,CAED,RUSP,PORA,SYTE,Poaceae,TRPR,UNKNOWN,ALGAE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,CrabBur,Snail_COUNT ,Mussel_Count,Mussel_L1(cm),Mussel_L2(cm),Mussel_L3(cm),Mussel_L4(cm),Mussel_L5(cm),Avg_Mussel_L,SPAL Stem Count,Flower Spp,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),Avg_SPAL_H,SPAL_D1(mm),SPAL_D2(mm),SPAL_D3(mm),SPAL_D4(mm),SPAL_D5 (mm),Avg_SPAL_D,SPPA Stem Count,Flower Count,SPPA_H1,SPPA_H2,SPPA_H3,SPPA_H4,SPPA_H5,Avg_SPPA_L,SPPA_D1,SPPA_D2,SPPA_D3,SPPA_D4,SPPA_D5,Avg_SPPA_D,DISP Stem Count,Flower Count,DISP_H1(cm),DISP_H2(cm),DISP_H3(cm),DISP_H4(cm),DISP_H5(cm),Avg_DISP_H,DISP_D1(cm),DISP_D2(cm),DISP_D3(cm),DISP_D4(cm),DISP_D5(cm),Avg_DISP_D,JUGE Stem Count,Flowers,JUGE_H1,JUGE_H2,JUGE_H3,JUGE_H4,JUGE_H5,Avg_JUGE_H,JUGE_D1,JUGE_D2,JUGE_D3,JUGE_D4,JUGE_D5,Avg_JUGE_D,PHAU Stem Count,Flowers,PHAU_H1,PHAU_H2,PHAU_H3,PHAU_H4,PHAU_H5,Avg_PHAU_H,PHAU_D1,PHAU_D2,PHAU_D3,PHAU_D4,PHAU_D5,Avg_PHAU_D,Elevation ft,GIS Plot ID,check,ForSummary
Bayswater_38,Restored,Pre,8/22/2018,Bayswater,LM Restored,8,18.75,0,8.75,37.5,62.5,0,0,0,18.75,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,8.75,0,2.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_39,Restored,Pre,8/22/2018,Bayswater,LM Restored,9,18.75,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,87.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_40,Restored,Pre,8/22/2018,Bayswater,LM Restored,10,62.5,0,0,0,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.75,2.5,62.5,8.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,171.4,165.3,149.1,161.7,149.6,159.42,5.3,4.8,4.6,5,4.9,4.92,0,0,,PreLM Restored
Bayswater_41,Restored,Pre,8/22/2018,Bayswater,LM Restored,11,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,87.5,18.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_42,Restored,Pre,8/22/2018,Bayswater,LM Restored,12,0.5,0,0,0,0,8.75,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,37.5,0,0,56,0,62.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_43,Restored,Pre,8/22/2018,Bayswater,LM Restored,13,18.75,0,0,0,8.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,87.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_44,Restored,Pre,8/22/2018,Bayswater,LM Restored,14,37.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,87.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,67,90,133,155,131,115.2,5.3,5.1,5,6.4,5.5,5.46,0,0,,PreLM Restored
Bayswater_45,Restored,Pre,8/22/2018,Bayswater,LM Restored,15,2.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,8.75,0,0,0,0,0,8.75,0,0,147.5,0,62.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Restored
Bayswater_46,Reference,Pre,8/22/2018,Bayswater,LM Reference,1,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,2.5,0,4,0,140,6.16,6.23,3.59,3.62,4,4.72,42,0,93,72,68,56,67,71.2,5.4,5.1,5,3.9,5.8,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_47,Reference,Pre,8/22/2018,Bayswater,LM Reference,2,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18.75,0,2.5,0,44,0,3,5.19,5.5,4.02,0,0,2.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_48,Reference,Pre,8/22/2018,Bayswater,LM Reference,3,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,37.5,0,2.5,0,13,0,39,6.92,4.56,7.36,5.75,5.56,6.03,33,0,93,105,109,114,97,103.6,6.9,7.6,5.7,7.5,4.1,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_49,Reference,Pre,8/22/2018,Bayswater,LM Reference,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_50,Reference,Pre,8/22/2018,Bayswater,LM Reference,5,8.75,0,0,0,0,18.75,0,0,8.75,0,0,0,0,18.75,0,0,0,0,0,0,37.35,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,94.85,8.75,37.5,2.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_51,Reference,Pre,8/22/2018,Bayswater,LM Reference,6,18.75,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,18.75,8.75,2.5,0,18,0,6,5.56,8.38,9.22,6.92,5.01,7.018,62,0,77,64,102,100,62,81,10.01,10.03,7.7,8.2,5.3,8.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_52,Reference,Pre,8/22/2018,Bayswater,LM Reference,7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,87.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_53,Reference,Pre,8/22/2018,Bayswater,LM Reference,8,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,8.75,0,2.5,0,1,4,176,6.6,3.54,5.38,5.5,5.48,5.3,70,0,110,62,112,88,69,88.2,5.9,6,5.7,4.3,5.2,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_54,Reference,Pre,8/22/2018,Bayswater,LM Reference,9,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,0,0,0,0,4,199,6.16,4.87,5.56,6.96,6.2,5.95,65,0,155,134,138,148,161,147.2,7.4,5.2,6.6,5.9,7,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_55,Reference,Pre,8/22/2018,Bayswater,LM Reference,10,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,0,2.5,0,15,3,160,4.56,6.15,5.75,6.22,6.21,5.778,72,0,139,142,133,98,91,120.6,6.7,8.5,7.1,6.6,6.7,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_56,Reference,Pre,8/22/2018,Bayswater,LM Reference,11,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,18.75,18.75,2.5,0,5,1,109,5.49,3.88,5.25,6.12,3.99,4.946,24,0,33,44,39,47,43,41.2,5.2,5.4,7.1,4.8,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_57,Reference,Pre,8/22/2018,Bayswater,LM Reference,12,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,125,37.5,0,0,0,18,4,191,6.78,6.46,5.52,5.69,6.22,6.134,41,0,102,100,44,48,36,66,5.8,5.7,5,4.9,5.4,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_58,Reference,Pre,8/22/2018,Bayswater,LM Reference,13,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,87.5,2.5,2.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_59,Reference,Pre,8/22/2018,Bayswater,LM Reference,14,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,2.5,0,0,0,1,0,2,6,7.12,0,0,0,2.624,84,0,82,43,66,64,78,66.6,14.3,4.3,3.6,4.4,5,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_60,Reference,Pre,8/22/2018,Bayswater,LM Reference,15,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,37.5,0,2.5,0,10,0,0,0,0,0,0,0,0,54,0,59,56,62,89,60,65.2,4.8,2.7,5.8,4.5,4.3,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PreLM Reference
Bayswater_61,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,1,0,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,37.5,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.265,0,,Post 2019HM Restored
Bayswater_62,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,2,0,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,62.5,37.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.232,0,,Post 2019HM Restored
Bayswater_63,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,3,2.5,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,62.5,37.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.604,0,,Post 2019HM Restored
Bayswater_64,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,4,0,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,87.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431,0,,Post 2019HM Restored
Bayswater_65,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,5,0,0.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026,0,,Post 2019HM Restored
Bayswater_66,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,6,0,0,2.5,8.75,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,62.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.282,0,,Post 2019HM Restored
Bayswater_67,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,7,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.066,0,,Post 2019HM Restored
Bayswater_68,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,8,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,87.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424,0,,Post 2019HM Restored
Bayswater_69,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,9,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62.5,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.182,0,,Post 2019HM Restored
Bayswater_70,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,10,8.75,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,62.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,,Post 2019HM Restored
Bayswater_71,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,11,8.75,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,62.5,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.928,0,,Post 2019HM Restored
Bayswater_72,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,12,0,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,,Post 2019HM Restored
Bayswater_73,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,13,0,2.5,2.5,2.5,0,2.5,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,37.5,8.75,0,8.75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,,Post 2019HM Restored
Bayswater_74,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,14,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.601,0,,Post 2019HM Restored
Bayswater_75,Restored,Post 2019,9/27/2019,Bayswater,HM Restored,15,8.75,0,2.5,2.5,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,62.5,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,,Post 2019HM Restored
Bayswater_76,Reference,Post 2019,9/27/2019,Bayswater,HM Reference,1,,0,62.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.25,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,"SPPA, SOSE",0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.249,0,,Post 2019HM Reference
