Rest/Ref,Age (yr),Date,Site Name,AreaName,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,SYTE,ALGAE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GIS Plot ID,check
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,9,0.5,0,62.5,37.5,0,0,0,0,0.5,0,0,,,,0.5,0,0,101.5,0,0,0,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.106,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,10,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0.5,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,11,0.5,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0.5,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.196,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,13,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.294,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,14,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0.5,0,0,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceHM,HM,15,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,850,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.247,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,1,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0.5,0,3,1,0,40,0,0,0,0,0,0,0,0,0,0,0,27,101,26.5,25.5,42.5,44.5,5.9,6.4,4.2,3.5,2.9,4.58,2.161,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,2,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,0,62.5,2.5,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,10,32,37,9.5,21.3,6.4,6,5.8,6.8,5.5,6.1,2.34,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,3,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,8.75,2.5,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,23.5,19,23.5,25,19,22,5.6,4.1,1.9,2.4,5.5,3.9,2.363,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,4,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,0,0,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,32.5,19,33,36,20.5,28.2,6.5,4.3,3.1,5.2,4.9,4.8,2.1,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,5,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,18.75,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,42,23,74,80,50.5,53.9,7.3,5.6,8.1,8.1,7.3,7.28,2.127,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0,0,65,0,90,45,0,0,0,0,0,0,0,0,0,0,0,66.5,58,42,52,35.5,50.8,6.7,10.5,5,7.2,3,6.48,0.562,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,7,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0.5,0,0,20,5,0,21,0,0,0,0,0,0,0,0,0,0,0,91,46.5,45.5,35.5,27,49.1,7,6.5,4.9,4.6,5.9,5.78,1.817,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,8,2.5,62.5,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,67.5,37.5,0,0.5,0,5,2,0,27,0,0,0,0,0,0,0,3,0,0,0,94.5,13.5,23,19.5,43,38.7,5.8,4.2,4.5,5.8,5.2,5.1,2.133,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,0,20,5,2,48,0,0,0,0,0,0,0,0,0,0,0,149.5,48,131.5,111,45.5,97.1,7.3,4.4,6,4.1,5.5,5.46,1.25,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,10,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,2.5,0,0,10,6,2,58,0,0,0,0,0,0,0,0,0,0,0,72,48.5,71,49.5,44,57,8.5,4.6,6.6,8,5.1,6.56,1.35,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,0,0,8,0,38,0,0,0,0,0,0,0,0,0,0,0,78.5,48.5,27,27,21.5,40.5,6.4,8,7,3,6.4,6.16,2.112,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,12,0,62.5,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,65,37.5,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,17,25,14.5,12.5,20,17.8,7.5,5.2,3.9,2.4,4.6,4.72,2.729,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,13,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,0,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,88.5,103,41.5,42.5,75,70.1,4.3,6.1,6.6,7,4.5,5.7,2.418,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,0,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,31.5,32.5,32.5,19,22.5,27.6,3.2,2.8,4.8,2.8,4.4,3.6,2.585,,
Reference,Pre21,9/8/2021,Idlewild,Pre21ReferenceLM,LM,15,0,37.5,37.5,8,0,0,0.5,0,0,0,0,,,,0,0,0,83.5,18.75,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,33,34,15.5,12,36,26.1,5.7,8.7,6.1,6.4,11,7.58,2.597,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,1,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,8.75,0,2.5,18.75,0,0,5,102,0,0,0,0,0,0,0,0,0,0,0,51.5,55,75.5,38,23,48.6,6,5.1,6.9,3.9,6.5,5.68,2.284,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,2,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,18.75,2.5,87.5,8.75,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,14,18,14,11,5,12.4,2.5,3.5,2.8,4.5,4.1,3.48,2.059,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,3,0,87.5,0,0,0,0,0.5,0,0,0,0,,,,0,0,0,88,18.75,0,0.5,0,2,1,0,115,0,0,0,0,0,0,0,0,0,0,0,72,16,54,27,26.5,39.1,7,4,5.4,6.1,6.7,5.84,2.275,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,4,0,62.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,65,37.5,0,8.75,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,15,15,48,9,14,20.2,4.9,3.6,4.5,3,6.8,4.56,2.423,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,5,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,18.75,0.5,0,31,6,0,54,0,0,0,0,0,0,0,0,0,0,0,25.5,28,25,32,21,26.3,2.2,3.2,2.7,2.6,3.3,2.8,2.177,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,6,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,2.5,8.75,18,3,0,45,0,0,0,0,0,0,0,0,0,0,0,26,38,23,41,86.5,42.9,6.2,5.4,6.3,10,6.9,6.96,2.079,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,7,0,62.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,65,37.5,0,0.5,0,56,0,1,36,0,0,0,0,0,0,0,0,0,0,0,30,27,33,25,32,29.4,9.5,6,5.1,7.5,6.4,6.9,2.338,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,8,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0.5,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,9,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,8.75,0,61,0,0,29,0,0,0,0,0,0,0,0,0,0,0,102.5,105.5,92,30,92.5,84.5,7,6.1,6.1,5.7,3.6,5.7,1.927,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,10,0,62.5,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,65,37.5,0,0,0,21,5,0,49,0,0,0,0,0,0,0,0,0,0,0,9,19,20,10,21,15.8,3.5,5.5,5.8,4,5.5,4.86,2.316,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,11,0,62.5,2.5,2.5,0,0,2.5,0,0,0,0,,,,0,0,0,70,18.75,0,0,18.75,4,0,2,51,0,0,0,0,0,0,0,0,0,0,0,45,10,75,19,58.5,41.5,4.6,4,6.2,5.6,6.9,5.46,2.428,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,12,0,62.5,0,37.5,0,0,2.5,0,0,0,0,,,,0,0,0,102.5,8.75,0,0,2.5,20,0,1,38,0,0,0,0,0,0,0,0,0,0,0,5,61,65,20,11,32.4,2.9,5.6,6,4.7,2.8,4.4,2.522,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,13,0,87.5,0,0,0,0,0.5,0,0,0,0,,,,0,0,0,88,2.5,0,0,8.75,16,1,0,66,0,0,0,0,0,0,0,0,0,0,0,49.5,44,26,67.5,24.5,42.3,5.7,5.2,4.4,7.7,4.6,5.52,2.397,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,14,0,62.5,0,0,0,0,8.75,0,0,0,0,,,,8.75,0,0,80,2.5,0,2.5,18.75,16,0,2,49,0,0,0,0,0,0,0,0,0,0,0,23,1,10,10,33,15.4,3.9,4,5,3.5,5.1,4.3,2.592,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredHM,HM,15,0,37.5,0,37.5,0,0,0,0,0,0,0,,,,0,0,0,75,8.75,0,0,18.75,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,14,58,19,20,27,6.5,4.5,9.9,7,5.5,6.68,2.563,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,1,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,18.75,8.75,62.5,8.75,0,4,0,1,33,0,0,0,0,0,0,0,0,0,0,0,23,17,18,44,6,21.6,4.7,5,3.4,4.5,2.5,4.02,1.861,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,2,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,0.5,8.75,40,0,3,47,0,0,0,0,0,0,0,0,0,0,0,56,55,34,53,30,45.6,6.2,7.6,8.1,4.8,4.6,6.26,2.29,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,87.5,0,8.75,0,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,87.5,0,0.5,0,3,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,8.75,2.5,2.5,32,0,2,33,0,0,0,0,0,0,0,0,0,0,0,63,23.5,14,13,18,26.3,6.4,4.8,8.5,4.6,6.4,6.14,2.387,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,6,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,8.75,0.5,33,0,3,53,0,0,0,0,0,0,0,0,0,0,0,101,37,90,27,36,58.2,7.7,5.4,6,4.9,4.5,5.7,0.917,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,7,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,18.75,2.5,87.5,8.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,8,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0.5,2.5,48,0,0,53,0,0,0,0,0,0,0,0,0,0,0,141,40,66,14,83,68.8,7,6.9,4,1.8,5.2,4.98,1.847,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,9,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,18.75,62.5,0,0.5,0,40,0,13,33,0,0,0,0,0,0,0,0,0,0,0,60.5,71.5,86,34,18.5,54.1,3,4.4,4.3,4.1,1.6,3.48,1.107,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,2.5,0,50,0,14,25,0,0,0,0,0,0,0,0,0,0,0,34,56,55,18,24,37.4,3.3,3.2,3.5,3.3,5.3,3.72,0.687,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,11,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0,0,21,2,10,14,0,0,0,0,0,0,0,0,0,0,0,11.5,72.5,70,32,88,54.8,7,4.3,4.7,3.2,5.8,5,1.412,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,12,0,62.5,2.5,0,0,0,0,0,0,0,0,,,,0,0,0,65,18.75,0,2.5,8.75,10,4,0,43,0,0,0,0,0,0,0,0,0,0,0,10,10,18.5,20,20.5,15.8,6,4.6,3.5,4.6,4,4.54,2.51,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,13,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,8.75,8.75,0,60,0,0,13,0,0,0,0,0,0,0,0,0,0,0,97,110,114,92,99,102.4,8.4,9,9.5,10,7.9,8.96,1.717,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,2.5,0,94,1,0,49,0,0,0,0,0,0,0,0,0,0,0,98.5,23,45,28.5,71,53.2,8,6.8,6.9,5.3,6.7,6.74,2.114,,
Restored,Pre22,9/7/2022,Idlewild,Pre22RestoredLM,LM,15,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,8.75,8.75,2.5,46,2,0,56,0,0,0,0,0,0,0,0,0,0,0,23,62.5,18,29,29.5,32.4,4.8,7.7,8.1,6.2,6.5,6.66,2.24,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,1,18.75,8.75,37.5,62.5,0,0,0.5,0,0,0,0,,,,0.5,0,0,128.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5.6,4.8,0,0,0,0,0.96,2.789,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,2,0,8.75,62.5,37.5,0,0,2.5,0,0,0,0,,,,2.5,0,0,113.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,3,2.5,8.75,62.5,37.5,0,0,0.5,0,0,2.5,0,,,,8.75,0,0,123,0.5,0,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3.4,5,0,0,0,0,1,3.047,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,4,0,8.75,62.5,37.5,0,0,2.5,0,0,0,0,,,,0,0,0,111.25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,11,47,0,0,24.4,8.7,5.4,7.5,0,0,4.32,3.09,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,5,0,18.75,62.5,37.5,0,0,0,0,0,0,0,,,,2.5,0,0,121.25,0.5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,11,14,11,11,13,6.6,1.8,3,4.3,3.2,3.78,3.169,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,6,0,0,37.5,62.5,0,0,0,0,0,0,0,,,,0,0,0,100,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,7,0,0,37.5,62.5,0,0.5,0.5,0,0,0,0,,,,0,0,0,101,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,8,0,0,37.5,62.5,0,0,0,0,0,0,0,,,,0.5,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.233,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,9,0,0,62.5,37.5,0,0.5,0,0,0.5,0,0,,,,8.75,0,0,109.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,10,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.116,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,11,0.5,0,62.5,37.5,0,0,0.5,0,0,0,0,,,,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,13,0,0,87.5,18.75,0,0,0,0,0,0,0,,,,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,14,0,0,87.5,18.75,0,0,0,0,0,0,0,,,,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceHM,HM,15,0,0,87.5,18.75,0,0,0,0,0,0,0,,,,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,1,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,2.5,0,0.5,18.75,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,43,45,40,48,25,40.2,6.1,5.9,5.2,6.5,2.8,5.3,2.166,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,2,0,62.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,65,18.75,0,0,2.75,3,0,1,28,0,0,0,0,0,0,0,0,0,0,0,70,82,80,49,40,64.2,4.6,6.4,5.9,9.2,6.5,6.52,2.208,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,3,0,62.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,65,18.75,0.5,0,0.5,3,1,0,39,0,0,0,0,0,0,0,0,0,0,0,15,33,25,29,16,23.6,3.3,7,3.9,6.5,4,4.94,2.129,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,4,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0.5,0.5,18.75,27,0,3,54,0,0,0,0,0,0,0,0,0,0,0,32,28,26,25,31,28.4,6,4.4,3.9,4,6,4.86,2.212,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0.5,8.75,45,0,0,47,0,0,0,0,0,0,0,0,0,0,0,40,35,30,20,32,31.4,6.9,4,3.6,4.5,4.9,4.78,2.175,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,2.5,2.5,0,65,0,17,25,0,0,0,0,0,0,0,0,0,0,0,129,72,121,57,31,82,5.9,5.6,5.5,4.6,3.3,4.98,0.584,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,8.75,8.75,47,0,0,54,0,0,0,0,0,0,0,0,0,0,0,24,23,40,26,15,25.6,5,6.8,8.1,6.1,4.9,6.18,1.868,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,8,8.75,62.5,2.5,2.5,0,0,0,0,0,0,0,,,,0,0,0,76.25,18.75,0,2.5,8.75,3,1,2,52,0,0,0,0,0,0,0,0,0,0,0,15,9,20,30,26,20,5.9,4.6,6.9,6.1,9.9,6.68,2.233,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,8.75,15,4,14,26,0,0,0,0,0,0,0,0,0,0,0,17,49,84,20,55,45,3.6,6.2,5.1,2.4,7.4,4.94,1.162,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,8.75,2.5,2.5,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,28,46,41,19,35,33.8,4.9,4.8,4.7,4.3,4.3,4.6,1.468,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,0.5,8.75,5,1,2,35,0,0,0,0,0,0,0,0,0,0,0,33,49,25,35,8,30,8,8.4,6.9,6.4,3.5,6.64,2.181,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,12,0,62.5,0,18.75,0,0,0,0,0,0,0,,,,0,0,0,81.25,18.75,0,0,8.75,1,0,7,49,0,0,0,0,0,0,0,0,0,0,0,29,15,12,31,11,19.6,5.8,4.2,3.5,6.7,3.5,4.74,2.533,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,13,0,87.5,2.5,0,0,0,0,0,0,0,0,,,,0,0,0,90,8.75,0,2.5,2.5,4,2,2,30,0,0,0,0,0,0,0,0,0,0,0,44,13,12,18,30,23.4,6.2,4.5,4,3.5,6.9,5.02,2.477,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,14,0,62.5,0,0,0,0,8.75,0,0,0,0,,,,0,0,0,71.25,18.75,0,0,2.5,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,12,24,22,35,10,20.6,2.2,3.6,5.6,5.5,1.8,3.74,2.442,,
Reference,Pre22,8/8/2022,Idlewild,Pre22ReferenceLM,LM,15,0,37.5,8.75,8.75,0,0,8.75,0,0,0,0,,,,0,0,0,63.75,8.75,0,0,2.5,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,10,11,26,12,13.8,9.3,7.9,3.7,6.7,3.4,6.2,2.453,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,1,0,0,0,18.75,0,0,0,0,0,0,0,,,,0,0,0,18.75,87.5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.866,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,2,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,25.5,47.5,11.5,22,9,23.1,3.5,5,3.5,3.6,2.4,3.6,2.221,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,3,0,0,0,8.75,0,0,0,0,0,0,0,,,,0,0,0,8.75,87.5,0.5,0.5,0.5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818,,
