Date,Waterbody,Site Name,Plot,AMCA,ATPA,DISP,IVFR,JUGE,PHAU,PLOD,SAEU,SPAL,SPPA,VegTotal,Crk,Dit,FILL,GRB,Lit,MUSSELS,Pan,Pool,Unveg,WRK,Mussel_Count,CrabBur,MEBI ,Mudflat_Snail,Oyster,Worms,Total Fauna,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL AvgH
8.14.2015,LIS,Hutch River,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,18.75,0.00,0.00,0.00,8.75,8.75,0.00,0.00,0.00,87.50,0.00,5,6,20,0,0,0,31,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,18.75,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,62.50,18.75,0,5,4,0,0,0,9,31.0,33.0,41.0,38.0,23.0,33.2
8.14.2015,LIS,Hutch River,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,37.50,0.00,0.00,0.00,2.50,18.75,0.00,0.00,0.00,37.50,0.00,2,12,8,0,0,0,22,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,62.50,0.00,1,3,5,0,0,0,9,117.0,87.0,81.0,68.0,63.0,83.2
8.14.2015,LIS,Hutch River,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,8.75,0.00,0.00,0.00,2.50,18.75,0.00,0.00,0.00,87.50,37.50,0,7,3,0,0,0,10,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,37.50,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,62.50,8.75,1,0,0,0,0,0,1,54.0,40.0,46.0,38.0,27.0,41
8.14.2015,LIS,Hutch River,13,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,0.00,46.25,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.00,62.50,0.00,0,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,37.50,0.00,2,0,0,0,0,0,2,38.0,39.0,22.0,28.0,58.0,37
8.14.2015,LIS,Hutch River,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,62.50,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,37.50,0.00,1,0,3,0,0,0,4,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,37.50,0.00,6,0,3,0,0,0,9,41.0,39.0,33.0,39.0,85.0,47.4
8.14.2015,LIS,Hutch River,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,37.50,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,37.50,62.50,0,4,10,0,0,0,14,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,18.75,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.00,8.75,62.50,NA,NA,NA,NA,NA,NA,0,37.0,34.0,48.0,23.0,22.0,32.8
8.14.2015,LIS,Hutch River,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,62.50,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,20,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,37.50,56.25,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,21,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,22,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,87.50,96.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,23,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,150.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,18.75,8.75,30.00,0.00,0.00,0.00,2.50,18.75,0.00,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,0,19.0,11.0,14.0,14.0,12.0,14
8.14.2015,LIS,Hutch River,25,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,125.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,26,0.00,0.00,18.75,0.00,0.00,0.00,0.00,2.50,18.75,37.50,77.50,0.00,0.00,0.00,2.50,8.75,0.00,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,0,42.0,36.0,15.0,14.0,111.0,43.6
8.14.2015,LIS,Hutch River,27,0.00,0.00,62.50,0.00,0.00,2.50,0.00,0.00,0.00,87.50,152.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,28,0.00,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,62.50,127.50,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,29,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.14.2015,LIS,Hutch River,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,8.75,8.75,20.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,0,83.0,40.0,73.0,44.0,24.0,52.8
8.18.2015,AK,Saw Mill Creek,1,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,2,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,62.50,143.75,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,0,13,14,11,4,5,9.4
8.18.2015,AK,Saw Mill Creek,3,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,4,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,5,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,6,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,0.00,46.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,0,73,28,32,26,28,37.4
8.18.2015,AK,Saw Mill Creek,7,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,8,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,18.75,87.50,193.75,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,0,11,7,8,19,4,9.8
8.18.2015,AK,Saw Mill Creek,9,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,12,0,0,0,14,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,10,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,11,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0,0,30,0,0,0,30,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,12,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,37.50,0.00,40.00,0.00,0.00,0.00,0.00,8.75,0.50,0.00,0.00,87.50,0.00,NA,NA,NA,NA,NA,NA,0,6,12,9,10,10,9.4
8.18.2015,AK,Saw Mill Creek,13,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,7,0,0,0,13,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,14,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,87.50,177.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,10,12,5,9,6,8.4
8.18.2015,AK,Saw Mill Creek,15,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,16,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,37.50,18.75,75.00,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,80,26,50,81,30,53.4
8.18.2015,AK,Saw Mill Creek,17,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,62.50,143.75,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,18.75,0.00,2,3,8,0,0,0,13,14,20,9,11,30,16.8
8.18.2015,AK,Saw Mill Creek,18,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,62.50,162.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,50,36,22,59,40,41.4
8.18.2015,AK,Saw Mill Creek,19,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,62.50,162.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.50,0.00,3,1,40,0,0,0,44,32,18,32,33,14,25.8
8.18.2015,AK,Saw Mill Creek,20,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,21,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,2.50,0.00,0,4,20,0,0,0,24,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,22,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,2.50,0.00,21.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,87.50,0.00,NA,NA,NA,NA,NA,NA,0,55,80,19,119,70,68.6
8.18.2015,AK,Saw Mill Creek,23,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,87.50,177.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,2,2,15,0,0,0,19,28,29,11,44,51,32.6
8.18.2015,AK,Saw Mill Creek,24,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,62.50,37.50,137.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,0,60,18,40,48,59,45
8.18.2015,AK,Saw Mill Creek,25,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0,0,25,0,0,0,25,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,26,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,87.50,183.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,30,38,34,19,35,31.2
8.18.2015,AK,Saw Mill Creek,27,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,8.75,55.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,62.50,0.00,0,7,0,0,0,0,7,11,12,4,22,10,11.8
8.18.2015,AK,Saw Mill Creek,28,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,29,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0,0,15,0,0,0,15,NA,NA,NA,NA,NA,NA
8.18.2015,AK,Saw Mill Creek,30,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,8.75,62.50,133.75,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,1,0.00,0.00,37.50,0.00,0.00,0.00,0.00,2.50,62.50,0.00,102.50,0.00,0.00,0.00,0.00,62.50,0.00,0.00,0.00,2.50,0.00,1.00,4.00,4.00,0.00,0.00,0.00,9,21.50,27.00,22.00,50.00,38.00,31.7
8.24.2015,LIS,Udalls Cove,2,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,0.00,96.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,3,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,62.50,0.00,81.25,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,8.75,2.50,4.00,7.00,0.00,0.00,0.00,0.00,11,6.00,8.00,25.00,18.00,17.00,14.8
8.24.2015,LIS,Udalls Cove,4,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,0.00,96.25,0.00,0.00,0.00,0.50,18.75,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,5,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,6,0.00,0.50,37.50,0.00,0.00,0.00,0.00,0.00,18.75,37.50,94.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,7,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,0.00,46.25,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,8.75,2.50,5.00,1.00,1.00,47.00,57.00,31.00,142,31.00,28.00,0.00,0.00,0.00,11.8
8.24.2015,LIS,Udalls Cove,8,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,90.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,9,0.00,0.50,62.50,0.00,0.00,0.00,0.00,0.00,0.00,62.50,125.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,10,0.00,0.00,37.50,0.00,0.00,0.00,0.00,2.50,8.75,87.50,136.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,18.75,0.00,37.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,37.50,37.50,0.00,6.00,3.00,0.00,0.00,0.00,0.00,9,53.00,18.00,22.50,24.00,26.00,28.7
8.24.2015,LIS,Udalls Cove,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,62.50,0.00,81.25,0.00,0.00,0.00,0.00,18.75,18.75,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,13,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,96.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,2.00,0.00,0.00,0.00,0.00,28,20.00,15.00,11.00,13.50,18.00,15.5
8.24.2015,LIS,Udalls Cove,14,0.00,2.50,0.00,0.00,0.00,0.00,0.00,18.75,8.75,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,87.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,15,0.00,0.00,87.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3,22.00,10.00,9.00,53.00,21.00,23
8.24.2015,LIS,Udalls Cove,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,17,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,3.00,1.00,0.00,0.00,0.00,0.00,4,23.00,9.00,9.00,7.00,6.00,10.8
8.24.2015,LIS,Udalls Cove,18,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,8.75,98.75,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,30,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,21,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,37.50,37.50,112.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,5,6.00,19.00,20.00,11.50,38.00,18.9
8.24.2015,LIS,Udalls Cove,22,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.50,87.50,0.00,150.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,23,0.00,0.00,37.50,0.00,0.00,0.00,0.00,37.50,62.50,0.00,137.50,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,8.75,0.00,2.00,3.00,0.00,0.00,0.00,0.00,5,9.00,5.00,6.00,8.00,17.00,9
8.24.2015,LIS,Udalls Cove,24,0.00,0.00,87.50,0.00,0.00,0.00,0.00,8.75,0.00,0.00,96.25,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,25,0.00,0.00,37.50,0.00,0.00,0.00,0.00,37.50,37.50,2.50,115.00,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.50,0.00,3.00,1.00,0.00,0.00,0.00,0.00,4,25.00,74.00,28.00,21.00,16.00,32.8
8.24.2015,LIS,Udalls Cove,26,0.00,0.00,62.50,0.00,0.00,0.00,0.00,37.50,0.00,0.00,100.00,0.00,0.00,0.00,0.00,37.50,0.50,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,27,0.00,0.00,37.50,0.00,0.00,0.00,0.00,8.75,87.50,0.00,133.75,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,18.75,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8,24.00,19.00,18.00,14.00,15.00,18
8.24.2015,LIS,Udalls Cove,28,0.00,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,81.25,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,29,0.00,0.00,87.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1,NA,NA,NA,NA,NA,NA
8.24.2015,LIS,Udalls Cove,30,0.00,0.00,8.75,0.00,0.00,0.00,0.00,8.75,87.50,0.00,105.00,0.00,0.00,0.00,2.50,8.75,0.00,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
